,nome,codigo,descricao
127838,AVENTAL EM TNT 30 GRS,56031130,"Falsos tecidos de polipropileno, mesmo impregnados, revestidos, recobertos ou estratificados, de peso não superior a 25 g/m2"
127869,Modelo: 1951520  - NOVO UNO VIVACE 1.0 FLEX 4 PORTAS  Chassi: 9BD195152E0614441 Placa: LRL9E89 Ref. O.S. Nro.: 37541,87032310,"Automóveis com motor explosão, 1500 < cm3 <= 3000, até 6 passageiros"
128010,"SULFATO DE CANAMICINA, PO, TESTADO EM CU",29419049,Outros aminoglucosídeos e seus sais
128072,GRADE DT L200 TRITON 17/20,87082992,Grades de radiadores para veículos automóveis
128298,RESISTENCIA ELETRICA POTENCIA 5.400 W TENSAO 220 VOLT,85143019,"Fornos de resistência (de aquecimento direto), de laboratório"
128320,WPI - Isolado Proteico de Soro de Leite em Po Instantaneo 90%,35022000,"Lactalbumina, incluindo os concentrados de duas ou mais proteínas de soro de leite"
128329,"TABUA MADEIRA, ESPECIE EUCALIPTO, LARG 30CM, ESP 27MM, TIPO ACAB TRATADO.",40170000,"Borracha endurecida (ebonite, por exemplo) sob qualquer forma, incluindo os desperdícios e resíduos; obras de borracha endurecida"
128354,IOPAMIRON 370 10 BTL X 50 ML BR (LOTE EP1351A QTD 50 Val 31082024),30063013,"Preparação opacificante, de iopamidol/iobitridol, para exame radiográfico"
128434,"FUROSEMIDA, 10MG/ML, INJETAVEL (AMPOLA 2ML)",30039086,"Medicamento contendo furosemida/clortalidona, etc, exceto em doses"
128525,MACACAO NOMEX ST AVIADOR 93% META ARAMIDA 5% PARA ARAMIDA 2% CARBONO / / M,62019200,"Outros sobretudos, etc, de algodão, de uso masculino"
128539,NOVO TORO FREEDOM TURBODIESEL;Chassi:9882261RHNKE32876 - ;Motor: 552616749269447,87043190,"Outros veículos automóveis com motor a explosão, carga <= 5 toneladas"
128592,AMOXICILINA ASSOC. CLAVULANATO DE POTASSIO 875+125MG,30039033,"Medicamento contendo ácido glucônico/sais/ésteres, exceto em doses"
128615,Perfuradora - Encadernadora Manual / ESPIRAMATIC A3 - LASSANE,84418000,"Outras máquinas e aparelhos para trabalho da pasta de papel, papel ou cartão"
128790,"BASTAO SINALIZADOR, TIPO LUMINOSO, COMPRIMENTO 6 POL. COR VERMELHA/VERDE/BRANCA,DURACAO 12H, APLICACAO SOCORRO E SALVAME",94055000,Aparelhos não elétricos de iluminação
128834,FILME PARA RX - 24X30,37011029,"Outras chapas e filmes planos para raios X, sensibilizados nas duas faces, não impressionados"
128998,OXIDO DE ALUMINIO - 100G,28182090,Outros óxidos de alumínio
129053,EXEMESTANO 25MG X 30 COMPRIMID PMC: 761.32 Lote: M2108765   Validade: 30/6/2023,30043994,"Medicamento contendo exemestano, em doses"
129171,PEDRA P/AFIAR FACA DUPLA FACE 20.5X2.5CM GP379,68043000,"Pedras para amolar ou para polir, manualmente"
129582,BRAÇADEIRA COMPRESSIVA TAM M NORMAL COMPRESSÃO DE 40 A 50 MMHG - SIGVARIS -,61178090,"Outros acessórios de vestidos confeccionados, de malha"
129583,"Painel:Zona de Reunião Encouraçada . Aquisicao e instalacao.Tam:0,95x0,50cm PVC expandido 2mm espessura.",76061190,"Outras chapas/tiras de alumínio não ligado, espessura > 0.2. mm, quadrada/retangular"
129625,BT 45 FURADEIRA COM BROCA Ø13X320MM,84671110,"Furadeiras pneumáticas rotativas, de uso manual"
129637,PANO DE LIMPEZA/SACO 40 x 80 NEVES/IRMAOS NEVES,63029100,"Outras roupas de toucador ou de cozinha, de algodão"
129688,FILME RAIO X 18X24,37012010,"Filmes de revelação e copiagem instantâneas, para fotografia a cores (policromo)"
129714,GORRO FEM AZUL C/FRISO PRATEADO,65050022,Gorros de fibras sintéticas ou artificiais
129785,SUCO LIQUIDO MORANGO 200 ML,72029300,Ferro-nióbio
129862,TECIDO AZUL-AERONAUTICA,54075210,"Outros tecidos, que contenham pelo menos 85 %, em peso, de filamentos de poliéster texturizados, tintos, sem fios de borracha"
129884,GLM 500 medidor a laser 0601072H00000 3165140978118,90151000,Telêmetros
129905,"Diario Eletronico BlueBird SF550, com cabo de alimentacao Modelo: SF550 - Marca: Bluebird",84713011,"Máquinas digitais de processamento de dados, bateria/elétrica, portáteis, peso < 350 g, tamanho <= 140 cm2"
129945,"FITA, MATERIAL METAL, LARGURA 19MM, COMPRIMENTO 4,57 M, CARACTERISTICAS ADICIONAIS SEMICONDUTORA, APLICACAO SERVICO MANU",72123000,"Produtos laminados planos, de ferro ou aço não ligado, de largura inferior a 600 mm, folheados ou chapeados, ou revestidos, galvanizados por outro processo"
129960,Camera de Re,85258012,"Câmeras de televisão, com sensor de imagem a semicondutor tipo CCD, de mais de 490 x 580 elementos de imagem (pixels) ativos, sensíveis a intensidades de iluminação inferiores a 0,20 lux"
130261,BOLSA TERMICA C/GEL ATOXICO CAPACIDADE 1000ML,40149010,"Bolsas para gelo ou para água quente, de borracha vulcanizada não endurecida, mesmo com partes de borracha endurecida"
130569,LA DE  SISAL C/5KG,56072900,"Outros cordéis, cordas e cabos, de sisal/outras fibras 'agave'"
130579,CORREIA DENTADA AX-055,40101900,"Outras correias transportadoras, de borracha vulcanizada"
130598,KIT OCTREO,30063029,"Outros reagentes de diagnóstico, para ser administrado ao paciente"
130747,JOGO DE PARABARRO,87082911,"Pára-lamas para 'dumpers' e tratores, exceto os rodoviários"
131267,VETIPEN LA 50 mL,30041015,"Medicamento contendo penicilina g procaínica, em doses"
131273,ALFORJE LONA IMPERMEAVEL,42010010,"Artigos de seleiro ou de correeiro, de couro natural ou reconstituído"
131313,TIRANTE PORTA L,83023000,"Outras guarnições, ferragens e artigos semelhantes, para veículos automóveis, de metais comuns"
131318,"CORONHA CA5,56LC-C102A",93059100,Partes e acessórios de armas de guerra da posição 93.01
131334,HIDROCORTISONA 500MG IM/IV S/ DILUENTE TEUTO,30043933,"Medicamento contendo estriol ou seu succinato, em doses"
131643,FLASH GERADOR ID BIO - TL AUTOVOLT,90066100,Aparelhos de tubo de descarga para produção de luz-relâmpago (denominados 'flashes eletrônicos')
131696,NIVELADORA DE PISO PCT 50 PECAS,84292010,"Motoniveladores articulados, de potência no volante superior ou igual a 205,07 kW (275 HP)"
131806,BARRA DE PINOS FEMEA 1X40 180 GRAUS,74102130,"Folha de cobre, om suporte isolante de resina fenólica e papel, dos tipos utilizados para circuitos impressos"
132161,PEDRA BRITA PRETA N 01,25131000,Pedra-pomes; esmerilhado/outros abrasivos naturais tratamento térmico
132184,Testador de Fonte Display Digital Beetronic BT- 012,90303311,Voltímetros digitais
132205,GUIA DE VALVULA AMAROK 2.0,84099917,"Guias de válvulas, para motores diesel ou semidiesel"
132345,20-PCS MADEIRA SERRADA LOCAL AD VIGOTA Macaranduba - Manilkara huberi,44072990,"Outras madeiras tropicais serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, lixada ou unida pelas extremidades, de espessura superior a 6 mm"
132605,IDU SKYEDGE II IP - CUT3 - 566000 V.33,85176143,"Estações-base, de telecomunicação por satélite, digitais, operando em banda C, Ku, L ou S"
132614,GLUTARALDEIDO GRAU II,29121912,Glutaraldeído
132788,CLORETO DE SODIO,31042010,"Cloreto de potássio, com teor de óxido de potássio (K2O) não superior a 60 %, em peso"
132990,"COLCHA BRANCA COM BRASAO DO EXERCITO TJ-4216 1,40M X 2,30M NSN 7210 19 0070183",63041910,"Colchas de algodão, exceto de malha"
132991,IHM COMPACTA COLORIDA W4.3 TFT ETHERNET,84716062,Aparelhos terminais com teclado alfanumérico video policromático
133006,ACETATO DE N.BUTILA PA 1000 ML,29153300,Acetato de n-butila
133014,BIFTALATO DE POTASSIO PA FRS C/ 1000 GR,29173400,Outros ésteres do ácido ortoftálico
133113,CANECAO EM ALUMINIO 4L,73102110,"Latas próprias para serem fechadas por soldadura ou cravação, próprias para acondicionar produtos alimentícios, de ferro fundido, ferro ou aço"
133181,FORRO BANDEJA REDONDA 40CM,63049900,"Outros artefatos para guarnição de interiores, de outras matérias têxteis, exceto malha"
133385,LAMINADO DE IMBUIA,44089090,"Folhas para folheados (incluindo as obtidas por corte de madeira estratificada), folhas para compensados ou para madeiras estratificadas semelhantes e outras madeiras, etc..., de espessura <= 6 mm, de outras madeiras"
133666,VIDROS-20 PECAS,68091900,"Outras chapas, placas, painéis, ladrilhos e semelhantes, não ornamentados, de gesso ou de composições à base de gesso"
133686,"BABADOR, MATERIAL: PAPEL E PLASTICO, DESCARTAVEL - MARCA HOSPFLEX",62099090,"Vestuário e seus acessórios, para bebês, de outras matérias têxteis"
133926,"SAPATA FREIO MITSUBISHI L200 TRITON/GM S-10 12/... - MI/370CP GTIN 7893026917529 TT:(R$153,69)",87083011,"Guarnições de freios, montadas, para tratores e 'dumpers'"
133959,NITRATO DE AMONIO P.A | FR. 1KG | LOTE: 11105,31023000,"Nitrato de amônio, mesmo em solução aquosa"
133967,HALTERES DE FERRO,61121200,"Abrigos para esporte, de malha, de fibras sintéticas"
134133,"EMBUCHAMENTO VW 11.130 CARGO C CHIMES (40,80)",87085012,"Eixos e partes, exceto de transmissão, para tratores/'dumpers'"
134206,"ITEM DE COMPRA: 00061 -FELTRO, 140CM X 1,0M DE LARGURA, A COR A SER DEFINIDA PELA CONTRATANTE.",55032090,"Outras fibras de poliésteres, descontínuas, não cardadas, não penteadas nem transformadas de outro modo para fiação"
134282,"FILME FOTOGRAFIA, TIPO PRETO E BRANCO 36 POSES",37029600,"Outros filmes sensibilizados, não impressionados, de largura não superior a 35 mm e comprimento não superior a 30 m"
134314,CAIXA AMPLIF. AMVOX ACA 189 MONTANHA,85279100,"Aparelhos receptores para radiodifusão, com aparelho de gravação ou reprodução do som"
134354,KIT BARRAMENTO,85371011,"Comando numérico computadorizado (CNC),com processador e barramento >= 32 bits,incorporando recursos gráficos e execução de macros,resolução <= 1 micrômetro e capacidade de conexão digital para servo-acionamento, com monitor policromático,tensão < 1.000 V"
134400,DESEMPENADEIRA ACO/DENTADA 256X120,25102010,"Fosfatos de cálcio naturais, moídos"
134432,"AC 1-PENTANOSULFONICO,SAL SODI",29041090,"Outros derivados sulfonados dos hidrocarbonetos, sais, etc."
134438,Base Cama Box Orthovida  Solteiro 190x140,94041000,Suportes para camas (somiês)
134483,"GAS R22 13,6KG",27112990,"Outros hidrocarbonetos gasosos e gás petróleo, no estado gasoso"
134540,SOLDA FOSCOP/ALUM/PRATA.,83113000,"Varetas revestidas exteriormente e fios revestidos interiormente, para soldar à chama, de metais comuns"
134693,DES ENZ INST SUGCLEAN 1L DFL,34021290,"Outros agentes orgânicos de superfície, catiônicos"
134706,"BRITA, MATERIAL ROCHA TRITURADA, TAMANHO BRITA 1",25169000,Outras pedras de cantaria ou de construção
134808,AZEITE DE BABACUCLASSIFICACAO SEM CARACTERISTICAS,15132120,"Óleo de babaçu, em bruto"
135007,PERSULFATO DE SODIO,28334010,Peroxossulfato (persulfato) de sódio
135012,ACIDO GALICO,29182930,"Ácido gálico, seus sais e ésteres"
135326,"ACESSORIO PARA MOTOR ATUADOR,",85030010,Partes de motores/geradores de potência <= 75 kva
135808,ACEROLACLASSIFICACAO SEM CARACTERISTICAS,20098912,"Suco de acerola (Malpighia spp.), com adição de açúcar e outros edulcorantes ou não"
135846,COSTELA BOVINA 1 KG,2022020,"Quartos traseiros não desossados de bovino, congelados"
135886,PEPINOCLASSIFICACAO SEM CARACTERISTICAS,7114000,"Pepinos e pepininhos conservados em água salgada, etc."
135919,Marcadora por micropuncionamento uso gravação de metais,84624100,"Máquinas (incluindo as prensas) para puncionar ou para chanfrar metais, incluindo as máquinas combinadas de puncionar e cisalhar, de comando numérico"
136017,CARGA DE GAS 18.000 BTUS,29394900,Outros derivados da efedrina e seus sais
136022,TORNEIRA PARA BEBEDOURO - GELAGUA PRETO,1029000,Outros animais vivos da espécie bovina
136171,RECOLHEDORA/RECICLADORA DE AR CONDICIONADO AUTOMOTIVO,84135010,"Outras bombas volumétricas alternativas, de potência superior a 3,73 kW (5 HP) e inferior ou igual a 447,42 kW (600 HP), excluídas as para oxigênio líquido"
136252,07896035921112 POLVILHO AMAFIL AZEDO 1KG,35051000,Dextrina e outros amidos e féculas modificados
136255,FURADEIRA DE BANCADA FERRARI FG13 350W (127V) COM MORSA,84592900,Outras máquinas-ferramentas para furar metais
136256,VULCANIZADOR ARTICULADO DE PNEU CAMINHAO VILUZ-259 -- (220V),84775100,Máquinas para moldar ou recauchutar pneumáticos ou para moldar ou dar forma a câmaras de ar
136261,SIKA REF 1200F,28492000,"Carbonetos de constituição química definida ou não, de silício"
136316,MONITORAMENTO INJECAO (TROCA),84099140,"Injeção eletrônica, para motores de explosão"
136317,BACXTERM - GEL ANTISSEPTICO PARA AS MAOS 60 ML,29309031,"2-(Etiltio)etanol, com uma concentração superior ou igual a 98 %, em peso"
136734,"UNIFORME DE FUTEBOL, CONJUNTO DE 22 PECAS - 100% POLIESTER",62071100,"Cuecas e ceroulas, de algodão"
136991,BALDE EM PLASTICO RECICLADO,90011011,"Fibras ópticas, com diâmetro de núcleo inferior a 11 micrômetros (mícrons)"
137047,FILTRO DE ARLA GR,84073200,"Motores de explosão, para veículos do capítulo 87, de cilindrada superior a 50 cm3, mas não superior a 250 cm3"
137460,TAPIOCA GRANULADA TRADICIONAL 500G.,49030000,"Álbuns ou livros de ilustrações e álbuns para desenhar ou colorir, para crianças"
137750,"DOCE NÃO CONFEITADO, SABOR BANANA",20079923,Purês de banana (Musa spp.)
138266,()-EPICLORIDRINA,29103000,"1-cloro-2, 3-epoxipropano (epicloridrina)"
138358,Scanner Shining 3D de bancada Talmax,90184991,"Aparelhos para desenho e construção de peças cerâmicas para restaurações dentárias, computadorizados"
138412,CAMISA LIMPEZA TAMGG EM TWILL,62064000,"Camisas, blusas, blusas chemisiers, de uso feminino, de fibras sintéticas ou artificiais"
138523,PEDRA SANITARIA 25 GRS COM SUP,29041053,Ácidos alquil- e dialquilnaftalenossulfônicos; sais destes ácidos
138639,REFRIGERADOR - 240 LTS - BRANCO - CRA30 - 220 V,84182900,Outros refrigeradores do tipo doméstico
138717,SQ 3032 - Anidrido metil tetrahidroftalico - mthpa - Lote 220112-03,29172000,"Ácido policarboxílico ciclânico, ciclênico, etc."
139022,"FRUTOS  DO MAR, TIPO KANI, ESTADO DE CONSERVAÇÃO CONGELADO",16042090,"Outras preparações e conservas, de outros peixes"
139033,SENSOR REED-SWITCH SAGA V1,90289090,Partes e acessórios para contadores de gases/líquidos
139078,"CAIBRO EM EUCALIPTO, MADEIRA BRUTA, OS LADOS EM MEDIDA 15X15X5,4",44092200,"Madeiras tropicais perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas, faces ou extremidades, mesmo aplainada, lixada ou unida pelas extremidades"
139083,FORMIATO DE AMONIO,29151290,Outros sais do ácido fórmico
139147,Niobio Metalico 3(a) Fusao - Cavaco,81129900,"Obras de gálio, hafnio, índio, nióbio, renio e tálio"
139277,KITMATIC SECANTE LTS,32110000,Secantes preparados
139293,COMPRESSOR PNEUMATICO DE AR,84196000,Aparelhos e dispositivos para liquefação do ar ou de outros gases
139359,ARTICUL. AXIAL RANGER 2017,87089412,"Barra de direção para 'dumpers' e tratores, exceto rodoviários"
139492,THERMOPULSE IBRAMED COMPACT ONDAS CURTAS P/ DIATERMIA,90189050,Aparelhos de diatermia
139570,LISOZIMA GRAU I OBTIDO DE OVO DE GALINHA,35079031,Lisozima e seu cloridrato
139792,AIROPTIX AQ HG SPH 6P 860 142 +06.00 ROW,90013000,Lentes de contato
139934,UROFITA 10DLU 125T,30021235,"Imunoglobulina G, liofilizada ou em solução"
139935,ARDX TIRA DE URINA LABSTRIP U11 PLUS LABUMAT 2 150T,30021231,"Soroalbumina, exceto a humana"
140322,SPECTROMETER DETECTOR INERT PLUS MSD TU,90278020,Espectrômetros de massa
140333,MONAZITA,25309030,Minerais de metais das terras raras
140362,KIT PA001C - PORTA DE ABRIR,70033000,Perfis de vidro vazado ou laminado
140405,PASTA ABRASIVA PARA POLIMENTO. ITEM COMPRA: 11.,47069200,Pastas químicas de outras matérias fibrosas celulósicas
140422,AGULHA P/FISTULA C/BACK EYE E CLAMP 15G,90183991,"Artigo para fístula arteriovenosa, composto de agulha, base de fixação tipo borboleta, tubo plástico com conector e obturador"
140493,OLEO 5W40,38119010,"Outros aditivos dispersantes sem cinzas, para óleos de petróleo combustíveis"
140571,CONTADOR NUMERICO MANUAL 4 ALGARISMOS,90291090,"Taxímetros, totalizadores de caminho percorrido, etc."
140589,FRAMBOESA CONG.  (BAB),8112000,"Framboesas, amoras, incluindo as silvestres, amoras-framboesas e groselhas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes"
140719,Papel Couche Filiperson A4 Branco 180g PCT 50fls,48101490,"Outros papéis para escrita, etc, fibra <= 10%, em folhas em que um dos lados < 435 mm e o outro <  297 mm, quando não dobradas"
140931,"KIT ELETRONICO PORTAL S200-8A OS: 022090 Circuito impresso com componentes eletricos e eletronicos, montados, para detec",85319000,Partes de aparelhos elétricos de sinalização acústica ou visual
141008,"Item compra: 00032 - Divisoria - BARREIRA DIVISORIA PARA PROTECAO EM ACRILICO 0,60cm X 1,20cm c/ suporte",39206291,"Chapas, etc, de poli(tereftalato de etileno), com largura superior a 12 cm, sem qualquer trabalho à superfície"
141019,CORT TRAT 50ML SM STA. MARINA,30033999,"Outros medicamentos contendo hormônios, não apresentados em doses"
141093,PEIXE IN NATURA ESPECIE TAMBAQUI APRESENTACAO CONGELADO,3028990,Outros peixes frescos ou refrigerados
141116,ÓLEO SOLÚVEL SINTÉTICO DE BASE VEGETAL GALÃO 20 l,38237090,Outros alcoóis graxos industriais
141134,CORREIA DA DIRECAO HIDRAULICA,84283100,"Aparelhos elevadores ou transportadores, de ação contínua, para mercadorias, especialmente concebidos para uso subterrâneo"
141359,REDE DE CAMUFLAGEM ELITE,56089000,"Redes de malhas com nós, etc, de outras matérias têxteis"
141397,MASSA LASANHA CONVENCIONAL 500 GR,39121200,"Acetato de celulose, plastificado, em forma primária"
141770,Seladora embalagens,84224010,"Máquinas horizontais, próprias para empacotamento de massas alimentícias longas (comprimento superior a 200 mm) em pacotes tipo almofadas (pillow pack), com capacidade de produção superior a 100 pacotes por minuto e controlador lógico programável (CLP)"
141831,"Tapete Waterkap Secagem Preto 0,90x1,50m",57029200,"Tapete, etc, de matérias têxteis sintéticas ou artificiais, não aveludado, confeccionado"
141900,PARA RAIO POLIMERICO 15KV,85354010,"Pára-raios para proteção de linhas de transmissão de eletricidade, para uma tensão superior a 1.000 V"
142461,QUERCETIN 95% HPLC SOLID - 10 GR - SIGMA,29329912,Quercetina
142475,Reglete Positiva de Bolso com Puncao Preta,84423010,"Máquinas, aparelhos e equipamentos, de compor por processo fotográfico"
142487,SR 3E TQ INOX 45.000L - MONO - EEE 1092,87163900,Outros reboques e semi-reboques para transporte de mercadorias
142798,BXO/   ATF/AA/ OIL LUBRICANT,27101992,Líquidos para transmissões hidráulicas
142910,ZARCÃO 3.6LT,28249010,Mínio (zarcão) e mínio-laranja (mine-orange)
143050,ESTACAO DE TRABALHO HP MODELO Z800 UTILIZADA EM EQUIPAMENTOS DE TOMOGRAFIA COMPUTADORIZADA (RECONDICIONADO),84715030,"Unidade de processamento digital de grande capacidade, máximo 1 unidade de entrada e 1 de saída da subposição 8471.60, com capacidade de instalação interna, de unidades de memória da subposição 8471.70, FOB > US$ 46.000 e <= US$ 100.000"
143131,ALAVANCA DE ACIONAMENTO DE VÁLVULAS,84812011,"Válvulas para transmissões óleo-hidráulicas ou pneumáticas, rotativas, de caixas de direção hidráulica, com pinhão"
143417,MONITOR MULTIPARAMETRO,90189092,Aparelhos para medida da pressão arterial
143995,"REATOR MODELO DISCOVER, SERIE: DU-5322",85142011,"Fornos que funcionam por indução, industriais"
144071,LIXEIRA ACO INOXIDAVEL 50 LITROS COM TAMPA E PEDAL,73061100,"Tubos dos tipos utilizados em oleodutos ou gasodutos, soldados, de aço inoxidável"
144176,"BINOCULO, AMPLIACAO 10X, DIAMETRO DA 5.463,14 OBJETIVA 40 MM",67042000,"Perucas, barbas, sobrancelhas, etc, de cabelo"
144215,CALCA,96050000,"Conjuntos de viagem para toucador de pessoas, para costura ou para limpeza de calçados ou de roupas"
144331,FILTRO AR SANDERO/LOGAN 1.6 07/13,3019919,Outros peixes para reprodução
144355,MQ50 MAQUINA ETIQUETADORA,84433990,Outras máquinas de impressão jato de tinta
144429,TEC FELPUDO MICROFIBRA DOBBY 100%P LG1.45 225 BEGE ATACADO - IND C/1MT - EUROTEXTIL,60012200,"Tecido atoalhado, de malha, de fibras sintéticas ou artificiais"
144866,COLETOR SOLAR FECHADO INOX/ALUMINIO - 2 X 1M,84199010,Partes de aquecedores de água das subposições 8419.11 ou 8419.19
145444,FIAT UNO MILLE ECONOMY,87033210,"Automóveis com motor diesel, 1500 < cm3 <= 2500, até 6 passageiros"
145520,PROTETOR FACIAL VISEIRA FACE SHIELD,90049090,Outros óculos para proteção ou outros fins e artigos semelhantes
145680,GLOBO ESFERICO LEITOSO 15X30,94059200,"Partes para aparelhos de iluminação, de plásticos"
145744,ESFERAS DE VIDRO PARA SINALIZACAO VIARIA - VMT IIA,70182000,"Microsferas de vidro, de diâmetro não superior a 1 mm"
145858,KIT Manutencao Preventiva - OBJET,84779000,Partes máquinas e aparelhos para trabalhar borracha ou plásticos ou para fabricação de produtos dessas matérias
145864,SARRAFO PINUS 2.5X2.5X2.7,44039900,"Outras madeiras em bruto, mesmo descascada, desalburnada ou esquadriada"
146049,"()-MK-801, HIDROGENO MALEATO",29334990,"Outros compostos contendo ciclos de quinoleína, etc."
146161,PLACA BASE ACESSORIO P/ MRT ME A CG 60 MM,93011000,"Peças de artilharia (por exemplo, canhões, obuses e morteiros)"
146313,"CELULA DE CARGA, MARCA LIDER, MOD. MCF CAP. 50.000 KG ACO INOX",90318060,Células de carga
146330,BANDEJA MÓVEL  EM ARAMADO (EES/EESCRA/EESCRAF 90L/115L),72092700,"Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, não folheados ou chapeados, nem revestidos, não enrolados, simplesmente laminados a frio, de espessura igual ou superior a 0,5 mm, mas não superior a 1 mm"
146492,CADARCO DE ALGODAO 1CMX50M.Com largura aproximada de 1cm. Rolo com 50 m.,58081000,Tranças em peças
146791,COBRE METALICO EM PO | FR. 100G | LOTE: 2004282407,74061000,"Pós de cobre, de estrutura não lamelar"
146792,"MAGNESIO EM FITA 0,2X3MM  | 25G | LOTE:1911145833",81041100,"Magnésio em formas brutas, que contenha pelo menos 99,8 %, em peso, de magnésio"
146812,BARRA DE DIREÇÃO (direção hidráulica),72286000,Outras barras de outras ligas de aços
146815,WEGZINC 401 TL WEGZINC 401 CINZA,38140092,Sem descrição
146864,VIATURA COMB A INCENDIO ABTF AUTO BOMBA TANQUE FLORESTAL TIPO : ABTF COR : AMARELO CAPACIDADE,87053000,Veículos automóveis de combate a incêndios
146867,TESTADOR CABOS LAN FORTREK TCF101,90308290,"Outros instrumentos e aparelhos para medida/controle de discos, etc"
146890,Cone de Sinalizacao Laranja e Branco 75cm,12102010,"Cones de lúpulo, triturados ou moídos, ou em 'pellets'"
146927,SUPORTE P/ BATERIA,85079090,Outras partes para acumuladores elétricos
146933,CORDA RETINADA BRANCA,56079090,"Cordéis, cordas e cabos, de outras matérias têxteis"
146939,CORDA DE PROA - MT,56041000,"Fios e cordas, de borracha, recobertos de têxteis"
146950,Eco sonda BL200 com acessorios,90148010,Sondas acústicas (ecobatímetros) ou de ultrassom (sonar e semelhantes)
147237,PAPEL MANTEIGA,48062000,"Papel impermeável a gorduras, em rolos ou em folhas"
147565,ELETROMETRO PC ENTRADA BNC 1 SN 99337006 2 SN 99337016,90301090,Outros instrumentos e aparelhos para medida radiações ionizantes
147682,VEICULO NOVO 24.260 CRM 6X2,87042310,"Chassis com motor diesel e cabina, capacidade de carga > 20 toneladas"
147777,LIMPADOR UNIVERSAL PREMIUM,27101229,Outras misturas de alquilidenos
147849,ETILBENZENO PS 1 L,29026000,Etilbenzeno
147877,FILE DE MERLUZA /,3036600,"Merluzas e abroteas (merluccius , urophycis ), congeladas"
148524,CONEXAO FS160-220-290 STIHL 4119-141-2200 -J1-98,84099115,"Coletores de admissão ou escape, para motores de explosão"
148811,"MILHO CONSERVA 1,7 KG",72069000,Ferro e aços não ligados ou em outras formas primárias
148881,LAMPADA ELETRONICA ESPIRAL 85W,85393100,"Lâmpadas/tubos descarga, fluorescente, de catodo quente"
148927,"PIA DE GRANITO AMARELO C/BOJO (ICARAI) 1,20X0,55",25161100,Granito em bruto ou desbastado
148954,RELOGIO DE PAREDE,91052100,"Relógios de parede funcionado eletricamente, exceto os com maquinismo de pequeno volume"
148991,Adaptador Vga/Hdmi,84735090,Outras partes e acessórios que possam ser utilizados indiferentemente com as máquinas ou aparelhos de duas ou mais das posições 84.69 a 84.72
149112,METILA OLEATO P/CROMAT.DE 5 ML,29161519,"Ácido oleico, outros sais e ésteres (ácido monocarboxílico acíclico)"
149199,POLIA ARRANQUE ROC 236R - 143RII,85118090,"Outros aparelhos e dispositivos eletrônicos de ignição, etc, para motores a explosão"
149306,"NITRATO DE POTASSIO,  PADRAO DE POTASSIO",28342110,"Nitrato de potássio, com teor de KNO3 inferior ou igual a 98 %, em peso"
149602,PIRANHA PLASTICA C/6 UNIDADES,96151100,"Pentes, travessas para cabelo e artigos semelhantes, de borracha endurecida ou de plásticos"
149604,ESM IMPALA PEROLADO SONHO 8ML,33043000,Preparações para manicuros e pedicuros
149807,SENSOR DE AMOSTRA ULTRASSONICO M/ABBOTT,85414025,"Fotodiodos, fototransistores e fototiristores, montados"
149951,COCO SECO RALADO 100G,12089000,"Farinhas de outras sementes, frutos oleaginosos, exceto de mostarda"
150008,FRUTA IN  NATURA ACEROLA,20079922,Purês de acerola (Malpighia spp.)
150274,MENTOS PF 0 ACUCAR TUTTI FRUTTI 92G,21069050,"Gomas de mascar, sem açúcar"
150378,"SAPATO PRETO MASCULINO EM COURO SOLADO DE COURO - TIPO 2 TIPO L'HOMBRE (REF: CC1570, LINHA CLASSIC).",64035990,"Outros calçados sola exterior de couro natural, cobrindo o tornozelo"
150483,CORRENTE DA ÂNCORA,73151290,"Outras correntes de elos articulados, de ferro ou aço"
150489,DISCO DE CORTE FINO (4 1/2),82142000,Utensílios e sortidos de utensílios de manicuros ou de pedicuros (incluindo as limas para unhas)
150497,BUCHA DE 55 MM PÉ DE GALINHA,74031200,"Barras para obtenção de fios (wire-bars), de cobre refinado, em formas brutas"
150680,MARLBORO GOLD RSP,24029000,"Charutos, cigarrilhas e cigarros, de sucedâneos do tabaco"
150695,PIANO CASIO CDP 150,92071090,Outros instrumentos musicais de teclado
150795,FONTE NOTEBOOK ACER,85176233,Centrais automáticas de sistema troncalizado (trunking)
150927,COMADRE TIPO PA 35 INOX,73242900,Outras banheiras de ferro ou aço
151227,CURCUMA 5GR,9109100,Misturas de especiarias
151581,"PAPEL CARBONO PRETO A4 21,0X29,7 PCT C/100 FLS",48092000,"Papel autocopiativo, em rolos ou em folhas"
151636,HIDROMETRO 3',90282010,"Contadores de líquidos, peso <= 50kg"
152007,CHA DE ERVA DOCE - 10X1G,9096210,"Sementes de anis (erva-doce), trituradas ou em pó"
152368,TAMBOR,84219191,"Tambores rotativos com pratos ou discos separadores, de peso superior a 300 kg"
152553,VIRABREQUIM,84831011,"Virabrequins forjados, de peso superior ou igual a 900 kg e comprimento superior ou igual a 2.000 mm"
